"","name","id","align","eye","hair","sex","gsm","alive","appearances","year"
"13616","plisken (earth-616)","","good characters","","","","heterosexual characters","living characters",1,"1996"
"13617","purge (hit man) (earth-616)","secret identity","bad characters","","","male characters","heterosexual characters","living characters",1,"1996"
"13618","quorum (earth-616)","secret identity","","","purple hair","female characters","heterosexual characters","living characters",1,"1996"
"13619","ray white (earth-616)","","good characters","","","male characters","heterosexual characters","living characters",1,"1996"
"13620","relf (earth-616)","","bad characters","","white hair","male characters","heterosexual characters","living characters",1,"1996"
"13621","roland taylor (earth-616)","public identity","good characters","","brown hair","male characters","heterosexual characters","living characters",1,"1996"
"13622","sabrina nash (earth-616)","public identity","neutral characters","","blond hair","female characters","heterosexual characters","living characters",1,"1996"
"13623","sahreed (earth-616)","secret identity","bad characters","","red hair","male characters","heterosexual characters","living characters",1,"1996"
"13624","scarab (clan akkaba) (earth-616)","secret identity","bad characters","red eyes","no hair","female characters","heterosexual characters","deceased characters",1,"1996"
"13625","selby (earth-616)","","bad characters","","black hair","male characters","heterosexual characters","living characters",1,"1996"
"13626","shooter (male) (earth-616)","secret identity","bad characters","","blond hair","male characters","heterosexual characters","living characters",1,"1996"
"13627","skarla (earth-616)","","good characters","","","female characters","heterosexual characters","living characters",1,"1996"
"13628","skull-jacket (earth-616)","secret identity","bad characters","","brown hair","male characters","heterosexual characters","living characters",1,"1996"
"13629","sloan alden (earth-616)","secret identity","bad characters","","","male characters","heterosexual characters","living characters",1,"1996"
"13630","spite (earth-616)","","bad characters","","","female characters","heterosexual characters","living characters",1,"1996"
"13631","steve jacobs (earth-616)","","","","","male characters","heterosexual characters","living characters",1,"1996"
"13632","surgeon (earth-616)","secret identity","bad characters","","black hair","male characters","heterosexual characters","living characters",1,"1996"
"13633","tarook (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",1,"1996"
"13634","thnat (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",1,"1996"
"13635","throk (earth-616)","","bad characters","","black hair","male characters","heterosexual characters","living characters",1,"1996"
"13636","trish bogart (earth-616)","","good characters","","black hair","female characters","heterosexual characters","living characters",1,"1996"
"13637","tuesday bird (earth-616)","public identity","neutral characters","","black hair","female characters","heterosexual characters","living characters",1,"1996"
"13638","votan (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",1,"1996"
"13639","wanda maximoff (heroes reborn) (earth-616)","public identity","neutral characters","","brown hair","female characters","heterosexual characters","living characters",1,"1996"
"13640","white raven (earth-616)","secret identity","bad characters","red eyes","red hair","female characters","heterosexual characters","living characters",1,"1996"
"13641","wizard of the west (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",1,"1996"
"13642","absynthia van mort (earth-616)","","","","black hair","female characters","heterosexual characters","living characters",1,"1997"
"13643","adam berman (earth-616)","secret identity","good characters","red eyes","black hair","male characters","heterosexual characters","living characters",1,"1997"
"13644","adele hawthorne (earth-616)","secret identity","bad characters","","blond hair","female characters","heterosexual characters","living characters",1,"1997"
"13645","adelicia von krupp (earth-616)","no dual identity","bad characters","blue eyes","blond hair","female characters","heterosexual characters","living characters",1,"1997"
"13646","ai-chi wong (earth-616)","","good characters","","","female characters","heterosexual characters","living characters",1,"1997"
"13647","alistro (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",1,"1997"
"13648","ana shwartz (earth-616)","secret identity","","white eyes","black hair","female characters","heterosexual characters","living characters",1,"1997"
"13649","architect (shining ones) (earth-616)","","","","","male characters","heterosexual characters","living characters",1,"1997"
"13650","augustine (earth-616)","","","","","","heterosexual characters","living characters",1,"1997"
"13651","blare (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",1,"1997"
"13652","blastaar (heroes reborn) (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",1,"1997"
